Dist_Name,Percent_Flooded_Area,Parmanent_Water,Corrected_Percent_Flooded_Area,Latitude,Longitude,Rainfall (mm/hr)
Dadra & Nagar Haveli,3.614704922,0.645537217,2.969167705,20.2843987,73.0994281595378,1.3410407007086178e-07
Daman,2.853534384,1.308995942,1.544538442,20.4169701,72.833173,77.27196502685547
Diu,5.79981831,4.979981831,0.819836479,20.718174949999998,70.93238341010638,-7.909481480185709e+18
North  & Middle Andaman,1.3148171,0.0,1.3148171,12.61123865,92.83165406414926,1.096494248336672e+34
South Andaman,1.443452407,0.0,1.443452407,10.7056905,92.48746789633373,-1.891279483414766e+34
Nicobars,0.090612489,0.0,0.090612489,,,
Srikakulam,4.01307877,0.566374643,3.446704127,18.622438000000002,84.14437640941347,1.6227772903221194e-08
Vizianagaram,1.110588388,0.320586402,0.790001986,18.1139259,83.3979562,-160074504863744.0
Visakhapatnam,1.175590784,0.439675977,0.735914807,17.7231276,83.3012842,75360768.0
Krishna,4.604283716,3.894573341,0.709710375,16.21277,81.03069575082347,2.5452363510062e+21
Guntur,10.2423074,0.999528068,9.242779332,16.2915189,80.4541588,-1.0613853017485864e+23
East Godavari,6.191781457,2.48908494,3.702696517,16.99566385,81.71543778889063,6.171613848951325e-26
Prakasam,1.152408401,0.273749091,0.87865931,15.66426435,79.47330014039173,0.3048420250415802
Kurnool,0.793739864,0.504632198,0.289107666,15.8309251,78.0425373,
Anantapur,0.698641838,0.216018195,0.482623643,14.72421995,77.43067380798242,-3.079760117994861e-33
Sri Potti Sriramulu Nell*,4.296954395,3.608219113,0.688735282,,,
West Godavari,5.603589524,2.064339191,3.539250333,16.64430285,81.58852467942901,0.0017688050866127
Y.S.R.,1.141752714,1.095797136,0.045955578,18.0804778,-77.8404683,0.0
Chittoor,0.573483172,0.068957975,0.504525197,13.2161224,79.0972819,-1811.195556640625
Upper Subansiri,1.234996868,0.078758779,1.156238089,28.3,94.0,9.34555539843278e+20
Anjaw,1.599292296,0.251543379,1.347748917,28.1114301,96.82699963398373,-2.90768801496519e-31
Changlang,2.538486995,0.021259348,2.517227647,27.272007000000002,96.06552596101915,8.419837332589218e+36
Tawang,1.104117118,0.227751689,0.876365429,27.5879186,91.863733,-4.517572031175288e+30
Papum Pare,0.846868747,0.021507801,0.825360946,27.286366649999998,93.61877159710389,2.067859989143828e-12
Tirap,0.650808941,0.020888139,0.629920802,27.03016895,95.49791754505583,2.0949544324231047e-37
East Siang,3.916385666,1.35629866,2.560087006,28.3,95.15,-1.3191037775010254e-26
Lohit,2.719050727,0.57149925,2.147551477,28.035016149999997,96.17135154220676,-1730502587318272.0
Kurung Kumey,0.581168345,0.025194178,0.555974167,27.98636765,93.15783468644102,-5.620485546476654e-33
Lower Subansiri,0.836132857,0.006756278,0.829376579,27.8,93.6,2.067859989143828e-12
East Kameng,1.388336152,0.061410827,1.326925325,27.3,93.05,8.289265073365856e-28
West Kameng,1.93207052,0.043990415,1.888080105,27.33862695,92.43336623881613,-3.604893936426379e-05
Kra Daadi,1.846265574,0.008415915,1.837849659,27.96354175,93.76656538768381,-4.450523006090369e-22
Namsai,4.082402322,0.299110207,3.783292115,27.71403055,96.01597093953018,8.419837332589218e+36
Longding,0.638916752,0.0,0.638916752,26.879454600000003,95.3155652456941,-1.3191037775010254e-26
Upper Siang,2.722491305,0.336009842,2.386481463,28.73120455,95.03773151350946,-4.407596213969854e+23
Lower Siang,2.214148435,0.042159747,2.171988688,27.80069825,94.56502334121075,-3.7866876740702584e-18
Upper Dibang Valley,1.084032399,0.372682252,0.711350147,28.8291044,95.95540957636018,8.419837332589218e+36
Lower Dibang Valley,1.560368914,0.162468901,1.397900013,28.21495625,95.87877403567019,8.419837332589218e+36
Siang,2.518308001,0.498407734,2.019900267,28.477491999999998,94.81655728795752,-0.000172254643985
Shi Yomi,0.730870815,0.051292052,0.679578763,28.68516625,94.23678241115617,-1.9688786135553788e-25
Pakke Kessang,1.745384121,0.023431627,1.721952494,27.156424100000002,93.20618864900129,-5.620485546476654e-33
West Siang,0.744207577,0.123427923,0.620779654,28.4,94.55,-3.7866876740702584e-18
Lepa Rada,0.870628148,0.0,0.870628148,27.9211266,94.74093620019156,-0.000172254643985
Kamle,2.140222737,0.304270955,1.835951782,27.7312325,94.0964663257624,9.34555539843278e+20
Tinsukia,6.140689939,1.259207522,4.881482417,27.4879722,95.3601855,-1.3191037775010254e-26
Dhemaji,10.8217802,1.436232391,9.385547809,27.466831499999998,94.51786508708852,-3.7866876740702584e-18
Dibrugarh,14.95295738,3.039084044,11.91387334,27.4844597,94.9019447,-4.407596213969854e+23
Lakhimpur,15.4979388,1.049242136,14.44869666,27.17633555,94.19929317390199,-1.9688786135553788e-25
Sivasagar,17.15000888,0.611686093,16.53832279,26.9834936,94.6394226,-0.000172254643985
Jorhat,7.736947443,1.082349707,6.654597736,26.7577925,94.2079645,-1.9688786135553788e-25
Sonitpur,7.745899654,2.549489328,5.196410326,26.767770749999997,92.70140885850532,-2.040808682386497e+33
Golaghat,13.18454925,1.593594635,11.59095462,26.5108262,93.9743686,9.34555539843278e+20
Udalguri,3.138974031,0.003282254,3.135691777,26.70472375,92.04215071409463,2.4143216702833133e+26
Chirang,2.875769392,0.021873585,2.853895807,26.6464231,90.62415698729875,-9.998692576118628e-07
Baksa,3.829965692,0.097900998,3.732064694,45.9595045,18.0950419,9.94880733351522e-10
Nagaon,13.62634202,0.20685283,13.41948919,26.3313646,92.75247628339588,-2.040808682386497e+33
Kokrajhar,2.564133007,0.046972576,2.517160431,26.46817205,90.42434746451536,-9.998692576118628e-07
Darrang,15.62408864,3.822695958,11.80139268,26.75,92.5,-3.604893936426379e-05
Barpeta,13.96647843,3.478605956,10.48787247,26.34142215,91.01674328474073,-1.7603332397730414e-20
Nalbari,8.823179287,2.234621552,6.588557735,26.42386165,91.45122754621168,8.849534659254493e-32
Morigaon,15.71118817,2.221938191,13.48924998,26.24860605,92.3387945,-1.4108982038241178e-10
Kamrup,10.03897902,1.476174408,8.562804612,26.14688605,91.22273972821812,249108.984375
Bongaigaon,11.75738514,3.469432123,8.287953017,26.4800126,90.5580387,-9.998692576118628e-07
Dhubri,11.79092943,2.559481456,9.231447974,26.01894625,89.94188952461522,-7.910227816585391e-38
Kamrup Metropolitan,14.80454405,1.622970103,13.18157395,26.13526375,91.86167062524618,-4.517572031175288e+30
Goalpara,15.877175,3.270135105,12.6070399,26.04918765,90.60018585947726,-9.998692576118628e-07
Dima Hasao,1.849797408,0.192925704,1.656871704,25.400362549999997,93.07522922678905,8.289265073365856e-28
Cachar,9.573358688,0.339758463,9.233600225,24.758639950000003,92.88166475768219,0.0
Karimganj,22.54591712,0.019195636,22.52672148,24.8647214,92.3681114,0.0
Hailakandi,17.39218508,0.052376525,17.33980856,24.68845365,92.57381528240943,0.0
Charaideo,16.05397104,0.010879162,16.04309188,27.06971635,95.06426298389661,-4.407596213969854e+23
Majuli,13.12975694,4.888294451,8.241462489,27.021952849999998,94.32742302965544,-1.9688786135553788e-25
Biswanath,5.175865068,2.020191719,3.155673349,26.7773957,93.25694367444689,-5.620485546476654e-33
Hojai,5.264427439,0.109771283,5.154656156,26.009390850000003,92.84879014262606,-2.040808682386497e+33
South Salmara Mancachar,28.02392571,10.81288284,17.21104287,,,
Karbi Anglong,1.843407844,0.000151248,1.843256596,26.0,93.5,2.067859989143828e-12
West Karbi Anglong,3.225931636,0.096610327,3.129321309,25.85291415,92.58756812404593,-3.604893936426379e-05
Pashchim Champaran,6.581510908,0.22060865,6.360902258,27.0,84.5,412193128448.0
Purba Champaran,9.508604013,0.12116348,9.387440533,26.583333,84.833333,-3.675459450888785e+31
Sitamarhi,4.621194206,0.001510558,4.619683648,26.5942841,85.500428,1.211850205369433e+34
Sheohar,9.002316572,0.0,9.002316572,26.49342335,85.27175608137802,3.80085048603498e-23
Gopalganj,5.900053501,0.432458286,5.467595215,26.42111655,84.37391327996377,-2.6118993448501515e+28
Samastipur,14.7707354,0.395790839,14.37494456,25.77478845,85.867231389952,-3226812416.0
Katihar,13.34677951,1.934686307,11.4120932,25.5586421,87.64571962485962,0.0192528944462537
Khagaria,12.48011269,0.872843213,11.60726948,25.4930513,86.69822644137813,-9.772215933753058e-30
Bhojpur,6.197224303,0.810391565,5.386832738,25.25,84.25,-2.6118993448501515e+28
Buxar,5.8158623,0.526160857,5.289701443,25.5716195,83.9729568,964643782656.0
Darbhanga,10.08119281,0.024744941,10.05644787,26.082989949999998,86.03249509324232,5.581713935498556e-07
Saharsa,8.841447371,0.644150281,8.19729709,25.83307565,86.61437508111757,3.1585921260122703e+35
Kaimur (bhabua),2.869921368,0.262638721,2.607282647,25.07634815,83.63359775892343,-4.4098271234940825e-25
Rohtas,4.672962273,0.800130744,3.872831529,24.93941425,84.01970311897313,3627792.0
Jamui,0.5711396,0.157890825,0.413248775,24.9669183,86.17404181759059,-4.603070277369367e-23
Banka,2.03422427,0.348262775,1.685961495,43.1278266,-1.3728388,-550883456.0
Nawada,1.840779083,0.079535975,1.761243108,24.817324900000003,85.51790846584018,2.0536309486831662e-30
Gaya,3.47076538,0.000225598,3.470539782,24.7964355,85.0079563,-2.571390857539083e-17
Munger,15.77841256,2.040092021,13.73832054,25.2202864,86.51614835791698,3.1585921260122703e+35
Vaishali,17.98113124,1.112916504,16.86821474,25.954423650000003,85.14486678662564,3.80085048603498e-23
Begusarai,21.87259266,1.072873296,20.79971936,25.5125411,86.08833919362361,5.581713935498556e-07
Bhagalpur,16.20260487,2.47274559,13.72985928,25.286135350000002,87.13042293057262,-240600829919232.0
Lakhisarai,12.2823616,0.192831525,12.08953008,25.1677639,86.0593915399368,2.1269640122466304e+16
Sheikhpura,3.509671673,0.004092988,3.505578685,25.1250741,85.81607708105014,3.1567669072183483e+35
Arwal,22.2718737,0.595563792,21.67630991,25.18128315,84.65966477186029,-3.675459450888785e+31
Jehanabad,10.28041514,0.001189369,10.27922577,25.15295785,85.00650426458421,-2.571390857539083e-17
Nalanda,17.26579914,0.017069197,17.24872994,25.1364914,85.44365464855682,2.0536309486831662e-30
Patna,20.26981192,1.449192516,18.8206194,25.6093239,85.1235252,103553695744.0
Saran,13.6847545,1.299936265,12.38481824,25.9214451,84.77597313027485,-3.675459450888785e+31
Siwan,6.753345435,0.145588085,6.60775735,26.131008,84.39107448141786,412193128448.0
Muzaffarpur,11.95012947,0.19126057,11.7588689,26.1482548,85.3316096785584,3.80085048603498e-23
Madhepura,3.91579591,0.008027921,3.907767989,25.9259562,86.82042961035677,-9.772215933753058e-30
Araria,6.399493143,0.0,6.399493143,26.26510125,87.36994367279917,-240600829919232.0
Supaul,7.982821848,0.634587242,7.348234606,26.2768089,86.79596143977405,-9.772215933753058e-30
Madhubani,3.784620529,0.037751436,3.746869093,26.3503076,86.22964236520482,-7.3791947154682e-34
Purnia,6.353941784,0.033127573,6.320814211,26.0,87.5,3.0552909091596803e-09
Kishanganj,9.339752372,0.190724422,9.14902795,26.29841435,87.94667148301295,-184461.0
Aurangabad,2.741713494,0.192197924,2.54951557,24.75,84.5,1.8178185420730196e+22
Chandigarh,0.001739235,0.000745464,0.000993771,30.7334421,76.7797143,0.0
Mahasamund,0.960933082,0.333392516,0.627540566,21.19228455,82.48902633077708,5.7708517967671226e-21
Uttar Bastar Kanker,0.836672614,0.106473076,0.730199538,20.12868925,80.98453000491365,2.5452363510062e+21
Narayanpur,0.591873275,0.019401894,0.572471381,25.36679325,86.87262364091137,-9.772215933753058e-30
Dakshin Bastar Dantewada,1.73160173,0.05840241,1.67319932,,,
Bastar,1.887109361,0.254405482,1.632703879,19.11912825,81.82918648971713,6.171613848951325e-26
Kondagaon,1.123981488,0.045498909,1.078482579,19.5885769,81.6628742,6.171613848951325e-26
Gariaband,0.872452961,0.366717302,0.505735659,20.42921465,82.25255842887256,1.4220555628073452e+18
Raipur,1.037598285,0.445146211,0.592452074,21.2380912,81.6336993,6.171613848951325e-26
Durg,1.029480865,0.598727155,0.43075371,21.1982964,81.40079215767969,0.0017688050866127
Dhamtari,1.523869436,1.570806706,0.04693727,20.7084545,81.5481305,0.0017688050866127
Balod,0.692282824,0.717205888,0.024923064,20.7277192,81.1446947513626,-6.3593282317293215e-27
Koriya,0.581343442,0.102575658,0.478767784,23.476253999999997,82.47763736795142,5.7708517967671226e-21
Jashpur,0.612002702,0.04317362,0.568829082,22.770251000000002,83.97080132252168,3627792.0
Korba,1.961395836,1.651028381,0.310367455,22.5198217,82.63500285150224,106.43994140625
Kabeerdham,0.818669924,0.253989706,0.564680218,,,
Janjgir - Champa,2.305607554,0.376710728,1.928896826,21.986403,82.55366063452159,5.7708517967671226e-21
Bametara,2.704068243,0.320047689,2.384020554,,,
Rajnandgaon,0.602269912,0.353818517,0.248451395,21.06844245,80.797077941564,0.0980706214904785
Surajpur,1.420793586,0.200734056,1.22005953,23.357776899999998,82.97612766699449,3.880944440200257e-31
Baloda Bazar,3.669338228,0.368934666,3.300403562,21.573184750000003,82.2994820805541,1.4220555628073452e+18
Mungeli,2.354397777,0.519156343,1.835241434,22.0661098,81.6874282,6.171613848951325e-26
Surguja,0.479102379,0.278929567,0.200172812,22.94691345,83.1656942260687,75360768.0
Balrampur,0.665330167,0.022677673,0.642652494,23.628257599999998,83.48109161894322,-160074504863744.0
Bijapur,2.067319021,0.119061839,1.948257182,16.8269911,75.7175387,-3.390494220808386e+26
Raigarh,1.171171998,0.340147342,0.831024656,21.897618,83.3965501,-160074504863744.0
Bilaspur,1.199971728,0.445297237,0.754674491,28.868311,79.29807496695935,-1.7167601433325241e-13
Sukma,1.578192343,0.11146237,1.466729973,18.26654225,81.29252341475065,-6.3593282317293215e-27
North,1.725427554,0.0,1.725427554,13.4526455,-2.227736,0.0
North East,1.464774777,0.0,1.464774777,19.5178468,-71.8728225,0.0
West,5.312905892,0.0,5.312905892,5.5211184,10.6528684,0.0
East ,0.1,0.0,0.1,12.2527495,0.8736106,0.0
South West,3.339650881,0.0,3.339650881,5.3356587,100.2389496,-0.1316270977258682
Central,7.250541685,0.0,7.250541685,14.6446934,121.0504257,0.0
New Delhi,0.014199219,0.0,0.014199219,28.6138954,77.2090057,8.986377360997722e-05
South,0.006747594,0.0,0.006747594,18.2612839,-73.8444985,0.0
Shahdara,0.1,0.0,0.1,28.6734298,77.2898858,8.986377360997722e-05
South East,0.675204493,0.045915107,0.629289386,-24.62994925,26.045475779882622,0.0
North West,0.1,0.0,0.1,-19.3893529,23.267951,0.0
North Goa,4.159637042,2.577757251,1.581879791,15.60444125,74.00172406307475,-2.3243784482778355e-34
South Goa,2.764330826,0.971762276,1.79256855,15.219624,74.1159084575026,-2.3243784482778355e-34
Valsad,2.551668353,0.812747791,1.738920562,20.43219565,73.14098929730321,1418728.0
Amreli,0.551647653,0.455725673,0.09592198,21.4176122,71.24960898982046,0.0
The Dangs,2.171927273,0.007193835,2.164733438,20.75,73.75,5.9106912244656754e-33
Banas Kantha,0.684661264,0.116877662,0.567783602,24.25,72.5,1.7521200199337247e+18
Patan,2.72529709,0.128901094,2.596395996,23.773753,71.67985812598445,0.0
Mahesana,0.776246826,0.08453985,0.691706976,23.6015557,72.3867981,1.7521200199337247e+18
Gandhinagar,1.280221069,0.000328815,1.279892254,23.2232877,72.6492267,77.27196502685547
Ahmadabad,4.222292965,0.122458085,4.09983488,23.0215374,72.5800568,1.7521200199337247e+18
Panch Mahals,0.963141904,0.574815885,0.388326019,23.0,74.0,-2.3243784482778355e-34
Dohad,0.331645594,0.201923678,0.129721916,21.8043963,75.93757821990236,5.692504172424093e+23
Vadodara,3.328415211,0.284762754,3.043652457,22.2973142,73.1942567,1418728.0
Bharuch,3.432850261,1.612396534,1.820453727,21.82728385,72.89284864362733,1.3410407007086178e-07
Porbandar,5.378579118,0.51266173,4.865917388,21.6409,69.611,0.0
Narmada,5.679248253,2.564251605,3.114996648,21.73926245,73.6262457912427,5.9106912244656754e-33
Surat,5.928437334,0.593664003,5.334773331,45.9383,3.2553,4.474977486327503e+24
Tapi,3.084521179,2.984765412,0.099755767,21.1916567,73.55606306168934,2.014569460056309e+31
Aravalli,1.017301706,0.334042991,0.683258715,23.48432165,73.3986095810327,2.014569460056309e+31
Botad,0.962947549,0.085839662,0.877107887,22.046709749999998,71.66896169930108,0.0
Chota Udaipur,0.859683354,0.747200646,0.112482708,22.3148736,74.0141067,-2.3243784482778355e-34
Mahisagar,2.501932587,1.803625613,0.698306974,23.19121945,73.6644398400249,5.9106912244656754e-33
Gir Somnath,0.779801587,0.532788711,0.247012876,20.9298181,70.76275783253665,-1.668672036485297e-12
Sabar Kantha,0.981927574,0.655214573,0.326713001,23.5,73.25,1418728.0
Kachchh,12.67467755,9.585998161,3.088679389,23.583333,70.0,-0.470552384853363
Surendranagar,1.286502045,0.14688655,1.139615495,22.75,71.666667,0.0
Rajkot,0.801285355,0.493588848,0.307696507,22.3053263,70.8028377,-1.668672036485297e-12
Kheda,2.857113599,0.01148306,2.845630539,22.75,72.833333,77.27196502685547
Anand,5.640448142,0.236729361,5.403718781,22.5586555,72.9627227,1.3410407007086178e-07
Bhavnagar,1.164791431,1.145481372,0.019310059,21.7718836,72.1416449,8.579400583411139e+17
Junagadh,1.288798667,0.096341257,1.19245741,21.5174104,70.4642754,-94784.5
Jamnagar,0.665233515,0.663125755,0.00210776,22.4732415,70.0552102,-0.470552384853363
Devbhumi Dwarka,0.632384691,0.65675835,0.024373659,22.2467737,68.96804164359938,0.0
Morbi,0.897578925,1.089593543,0.192014618,22.8176662,70.8345928,-1.668672036485297e-12
Navsari,2.899986996,0.636447966,2.26353903,20.952407,72.9323831,1.3410407007086178e-07
Jhajjar,1.433630243,0.004170675,1.429459568,28.53364155,76.68981477716189,0.0
Gurugram,1.190106782,0.025213178,1.164893604,28.4646148,77.0299194,-2.3812975640578862e-20
Faridabad,6.911149485,0.0,6.911149485,28.4031478,77.3105561,8.986377360997722e-05
Mahendragarh,0.562223928,0.000562973,0.561660955,28.25,76.166667,3.455123826438549e+34
Rewari,0.830835644,0.002779906,0.828055738,28.1956468,76.6165179,0.0
Nuh,0.669910248,0.0,0.669910248,27.99351765,77.04196338756515,-2.3812975640578862e-20
Palwal,1.788990887,0.0,1.788990887,28.1405741,77.3259802,8.986377360997722e-05
Charki Dadri,0.854921696,0.002355435,0.852566261,,,
Yamunanagar,5.773638579,0.042011596,5.731626983,30.1231349,77.286329,8.986377360997722e-05
Kurukshetra,5.505038063,0.003818992,5.501219071,29.9693747,76.8482787,0.0
Kaithal,3.116757085,0.00046637,3.116290715,29.82231125,76.3790553562613,0.0
Sirsa,9.796778385,0.001758909,9.795019476,29.583333,75.083333,0.0
Karnal,3.351988487,0.003219511,3.348768976,29.6803266,76.9896254,-2.3812975640578862e-20
Jind,1.133905451,0.0,1.133905451,29.30219685,76.33894452216312,3.455123826438549e+34
Fatehabad,9.544000142,0.0,9.544000142,27.02766825,78.2074341134146,2.0084641505491166e-07
Hisar,4.240875674,0.000529024,4.24034665,29.080640950000003,75.788754109493,6.917143821716309
Panipat,1.825319296,0.0,1.825319296,29.3912753,76.9771675,-2.3812975640578862e-20
Sonipat,0.905127272,0.0,0.905127272,28.9953758,77.0233627,-2.3812975640578862e-20
Bhiwani,2.188213606,0.000980524,2.187233082,28.7931703,76.1391283,3.455123826438549e+34
Rohtak,1.003708527,0.003867208,0.999841319,28.9010899,76.5801935,0.0
Panchkula,0.322349702,0.040273471,0.282076231,30.6975401,76.8551066,0.0
Ambala,4.251029067,0.0,4.251029067,30.3843674,76.770421,0.0
Lahul & Spiti,0.310107104,0.321979852,0.011872748,32.539182499999995,77.19833433579925,8.986377360997722e-05
Chamba,0.400300346,0.191863584,0.208436762,32.518429,76.23086565661742,3.455123826438549e+34
Kangra,1.044453548,0.966952237,0.077501311,32.166667,76.25,3.455123826438549e+34
Kullu,0.26843604,0.052025107,0.216410933,32.00186325,77.37899639741332,-3.299250636613595e+35
Mandi,0.910437082,0.174020686,0.736416396,31.7084496,76.9293782,-2.3812975640578862e-20
Kinnaur,0.710681995,0.171089112,0.539592883,31.593012950000002,78.32814168568953,2.0084641505491166e-07
Una,0.647137511,0.628882095,0.018255416,-15.2936233,-39.0740884,-1.1388425839004423e-32
Shimla,0.771392749,0.035574686,0.735818063,31.1041526,77.1709729,8.986377360997722e-05
Solan,0.404819031,0.124151886,0.280667145,30.9077569,77.1023645,-2.3812975640578862e-20
Sirmaur,1.011405104,0.033540578,0.977864526,30.6991321,77.44653038810971,-3.299250636613595e+35
Hamirpur,0.722347337,0.097059815,0.625287522,25.75,80.0,0.0
Bilaspur,6.380614515,4.196110632,2.184503883,28.868311,79.29807496695935,-1.7167601433325241e-13
Kupwara,0.534056594,0.014099434,0.51995716,34.5266079,74.2567173,-2.621343344340428e-37
Bandipore,2.552861234,0.616409408,1.936451826,34.4563234,74.68249997667994,0.0
Baramula,1.128824654,0.217682121,0.911142533,34.2086903,74.343498,-2.621343344340428e-37
Ganderbal,1.994547665,0.499016366,1.495531299,34.192763049999996,74.77001573026513,0.0
Anantnag,0.462302357,0.159500867,0.30280149,33.7368773,75.1455138,0.0
Kishtwar,0.405119324,0.12316298,0.281956344,33.2761171,75.8169238781403,6.917143821716309
Srinagar,1.003599347,0.724666434,0.278932913,34.0747444,74.8204443,0.0
Badgam,3.988476641,0.182326085,3.806150556,34.0366398,74.72254286484204,0.0
Pulwama,3.270901569,0.279219117,2.991682452,33.8756947,74.9003129,0.0
Punch,0.738012141,0.059684491,0.67832765,33.7670004,74.0957143,-1.8373675966385443e-27
Shupiyan,1.082625131,0.002022763,1.080602368,,,
Kulgam,0.367091191,0.344100009,0.022991182,33.6446899,75.0188432,0.0
Rajouri,0.301855404,0.017946919,0.283908485,33.26636775,74.34384695789798,-2.621343344340428e-37
Ramban,0.754358554,0.309949623,0.444408931,33.2387042,75.2404448,0.0
Reasi,1.749523708,0.510462262,1.239061446,33.069103150000004,74.8378698208889,0.0
Doda,0.541398151,0.270867996,0.270530155,33.1774307,75.56752281893789,0.0
Jammu,2.064462057,0.475037449,1.589424608,32.7185614,74.8580917,0.0
Kathua,1.038752523,0.993134601,0.045617922,32.583333,75.5,0.0
Udhampur,0.487802833,0.013526323,0.47427651,33.0,75.166667,0.0
Samba,0.669356657,0.039351707,0.63000495,32.57591175,75.12034455530063,0.0
Muzaffarabad,0.705240174,0.275433011,0.429807163,34.3767316,73.4767389,0.0
Mirpur,2.033481738,1.696173528,0.33730821,33.1486351,73.7482102,-1.0671091055125557e-18
Sahibganj,8.050315684,2.307096524,5.74321916,25.244263,87.6348084,0.0192528944462537
Godda,0.351053647,0.042063828,0.308989819,24.74334305,87.2928506179686,1.1636688041846184e-32
Pakur,3.841519374,0.015471341,3.826048033,24.53259085,87.59323197586771,-3.5202700754410902e-09
Giridih,0.488850861,0.045970652,0.442880209,24.1608897,86.25113503301655,-4.603070277369367e-23
